Interval=	0.005 s
14.45	0.1906053
14.455	0.1904516
14.46	0.1902884
14.465	0.1903507
14.47	0.1909615
14.475	0.1915302
14.48	0.192389
14.485	0.1925473
14.49	0.1926969
14.495	0.1930109
14.5	0.1935543
14.505	0.1941238
14.51	0.1946961
14.515	0.1950455
14.52	0.1954085
14.525	0.1957973
14.53	0.1963843
14.535	0.1970639
14.54	0.1978156
14.545	0.1988293
14.55	0.1999455
14.555	0.2011168
14.56	0.202454
14.565	0.2034511
14.57	0.204457
14.575	0.2053078
14.58	0.2061884
14.585	0.2071614
14.59	0.2080939
14.595	0.2090321
14.6	0.2100288
14.605	0.2115228
14.61	0.2128124
14.615	0.2141492
14.62	0.2151655
14.625	0.2161818
14.63	0.2172154
14.635	0.2183075
14.64	0.2185851
14.645	0.2188723
14.65	0.218771
14.655	0.2186931
14.66	0.218737
14.665	0.21888
14.67	0.2189098
14.675	0.2180965
14.68	0.2173179
14.685	0.2163346
14.69	0.2159174
14.695	0.2155185
14.7	0.2152414
14.705	0.2150961
14.71	0.2150015
14.715	0.2149455
14.72	0.2150494
14.725	0.2151408
14.73	0.2151899
14.735	0.2150923
14.74	0.2148481
14.745	0.2145589
14.75	0.213848
14.755	0.2130912
14.76	0.212167
14.765	0.2111672
14.77	0.2103342
14.775	0.20946
14.78	0.208542
14.785	0.2075586
14.79	0.2065138
14.795	0.2054941
14.8	0.2045064
14.805	0.2034645
14.81	0.2023419
14.815	0.201352
14.82	0.2005382
14.825	0.1999318
14.83	0.1996019
14.835	0.1992828
14.84	0.1988827
14.845	0.1989315
14.85	0.1987796
14.855	0.198923
14.86	0.1990622
14.865	0.1991467
14.87	0.1990175
14.875	0.1989915
14.88	0.1994322
14.885	0.2000579
14.89	0.2005942
14.895	0.2008949
14.9	0.2013965
14.905	0.2016399
14.91	0.2017554
14.915	0.2018063
14.92	0.2018081
14.925	0.2017375
14.93	0.2016813
14.935	0.2016672
14.94	0.2014839
14.945	0.2013891
14.95	0.2013637
14.955	0.2016375
14.96	0.2019805
14.965	0.2024317
14.97	0.2029347
14.975	0.2035578
14.98	0.2042151
14.985	0.2051162
14.99	0.2061424
14.995	0.2072274
15	0.2085394
15.005	0.2097867
15.01	0.2111542
15.015	0.212287
15.02	0.2133794
15.025	0.2139908
15.03	0.2146847
15.035	0.2149702
15.04	0.2152752
15.045	0.2155446
15.05	0.2158176
15.055	0.2162515
15.06	0.2167455
15.065	0.2173082
15.07	0.2179585
15.075	0.218714
15.08	0.2194416
15.085	0.2201284
15.09	0.2204405
15.095	0.2209198
15.1	0.2211508
15.105	0.221341
15.11	0.2218075
15.115	0.2221875
15.12	0.2226219
15.125	0.2230355
15.13	0.2235361
15.135	0.2240192
15.14	0.2244703
15.145	0.2250052
15.15	0.2256126
15.155	0.2260208
15.16	0.2263742
15.165	0.2266329
15.17	0.2268718
15.175	0.2271018
15.18	0.2271407
15.185	0.2271355
15.19	0.226909
15.195	0.2265015
15.2	0.2261155
15.205	0.2253289
15.21	0.2245499
15.215	0.2236272
15.22	0.222741
15.225	0.2219076
15.23	0.2213283
15.235	0.220597
15.24	0.2200118
15.245	0.2193148
15.25	0.2186655
15.255	0.2180146
15.26	0.2172722
15.265	0.2164081
15.27	0.215347
15.275	0.2141657
15.28	0.2131096
15.285	0.2120679
15.29	0.2112277
15.295	0.2109531
15.3	0.2103657
15.305	0.2102195
15.31	0.2096007
15.315	0.2086434
15.32	0.2077182
15.325	0.2067663
15.33	0.2058501
15.335	0.2049845
15.34	0.2041304
15.345	0.2032908
15.35	0.2025003
15.355	0.2015738
15.36	0.2008204
15.365	0.2000961
15.37	0.1994638
15.375	0.1988603
15.38	0.1982554
15.385	0.1979893
15.39	0.1977645
15.395	0.1977223
15.4	0.19782
15.405	0.197778
15.41	0.1979363
15.415	0.1980831
15.42	0.1980381
15.425	0.1980993
15.43	0.1981696
15.435	0.1982297
15.44	0.1983366
15.445	0.1984672
15.45	0.1986633
15.455	0.1989696
15.46	0.1992768
15.465	0.1996819
15.47	0.2001498
15.475	0.2008147
15.48	0.2015364
15.485	0.2020655
15.49	0.2025825
15.495	0.202738
15.5	0.2020853
15.505	0.2016703
15.51	0.2007435
15.515	0.2002271
15.52	0.1998831
15.525	0.1995934
15.53	0.1991526
15.535	0.1987604
15.54	0.1981009
15.545	0.1975322
15.55	0.197151
15.555	0.196785
15.56	0.1964304
15.565	0.1960037
15.57	0.195579
15.575	0.1950798
15.58	0.1945463
15.585	0.1940834
15.59	0.1931308
15.595	0.1923
15.6	0.1911625
15.605	0.1901234
15.61	0.1891711
15.615	0.1883702
15.62	0.1875844
15.625	0.1869826
15.63	0.1863794
15.635	0.1856213
15.64	0.1848615
15.645	0.1843943
15.65	0.1839201
15.655	0.183607
15.66	0.1830368
15.665	0.1824692
15.67	0.1817856
15.675	0.1810989
15.68	0.1801931
15.685	0.1798807
15.69	0.1794921
15.695	0.1796479
15.7	0.180115
15.705	0.1810515
15.71	0.1819538
15.715	0.1832257
15.72	0.1844049
15.725	0.1855886
15.73	0.1867432
15.735	0.1882502
15.74	0.189616
15.745	0.191109
15.75	0.19246
15.755	0.193425
15.76	0.1943668
15.765	0.1953365
15.77	0.1963224
15.775	0.197311
15.78	0.1983749
15.785	0.1994351
15.79	0.2003231
15.795	0.2015011
15.8	0.2024164
15.805	0.2035146
15.81	0.2043025
15.815	0.2050949
15.82	0.2059812
15.825	0.2068635
15.83	0.2079385
15.835	0.2090171
15.84	0.2101729
15.845	0.211324
15.85	0.2119837
15.855	0.2127103
15.86	0.2133046
15.865	0.2140123
15.87	0.214805
15.875	0.215794
15.88	0.2167774
15.885	0.2178624
15.89	0.2179659
15.895	0.2182014
15.9	0.2175766
15.905	0.2167658
15.91	0.2160075
15.915	0.2152569
15.92	0.2145001
15.925	0.213708
15.93	0.2129007
15.935	0.2121054
15.94	0.2109305
15.945	0.2098577
15.95	0.2086936
15.955	0.2075741
15.96	0.2066053
15.965	0.2056255
15.97	0.2046391
15.975	0.203672
15.98	0.2025874
15.985	0.2014113
15.99	0.2002525
15.995	0.1991849
16	0.1980473
16.005	0.1970585
16.01	0.1961955
16.015	0.1955566
16.02	0.1948944
16.025	0.1936206
16.03	0.1923562
16.035	0.1907375
16.04	0.1890964
16.045	0.1874612
16.05	0.1858075
16.055	0.1844272
16.06	0.1829061
16.065	0.1812163
16.07	0.1795154
16.075	0.1776794
16.08	0.175465
16.085	0.1732713
16.09	0.1710339
16.095	0.1693953
16.1	0.1676631
16.105	0.1663987
16.11	0.165254
16.115	0.1639417
16.12	0.1626857
16.125	0.1612437
16.13	0.1598788
16.135	0.1585077
16.14	0.1571468
16.145	0.1559743
16.15	0.1546476
16.155	0.153418
16.16	0.1520224
16.165	0.1506321
16.17	0.1492475
16.175	0.1479043
16.18	0.1466078
16.185	0.1454127
16.19	0.1443237
16.195	0.1431745
16.2	0.1419482
16.205	0.1406696
16.21	0.139276
16.215	0.1375298
16.22	0.1356281
16.225	0.1337187
16.23	0.1322815
16.235	0.1307941
16.24	0.1294915
16.245	0.1282738
16.25	0.1271067
16.255	0.1259364
16.26	0.1247573
16.265	0.1236656
16.27	0.1229695
16.275	0.1222656
16.28	0.1214115
16.285	0.1208194
16.29	0.1202608
16.295	0.1197374
16.3	0.119359
16.305	0.1190829
16.31	0.1190074
16.315	0.1190219
16.32	0.1191516
16.325	0.1191282
16.33	0.1192849
16.335	0.1193707
16.34	0.1194382
16.345	0.1194409
16.35	0.1194614
16.355	0.1196654
16.36	0.1198791
16.365	0.1202833
16.37	0.1206897
16.375	0.1210989
16.38	0.1213887
16.385	0.1215392
16.39	0.1217255
16.395	0.121784
16.4	0.1219251
16.405	0.1222613
16.41	0.1227158
16.415	0.1233059
16.42	0.1240144
16.425	0.1247867
16.43	0.1255686
16.435	0.1264584
16.44	0.1273382
16.445	0.1283235
16.45	0.1291054
16.455	0.129706
16.46	0.1303097
16.465	0.1309459
16.47	0.1315827
16.475	0.1319342
16.48	0.1323645
16.485	0.1329796
16.49	0.1338222
16.495	0.134417
16.5	0.1351183
16.505	0.1355617
16.51	0.135988
16.515	0.1362091
16.52	0.1362569
16.525	0.136456
16.53	0.1367001
16.535	0.1368984
16.54	0.1371291
16.545	0.1373789
16.55	0.1376772
16.555	0.1380109
16.56	0.1383468
16.565	0.1387406
16.57	0.1391711
16.575	0.1397114
16.58	0.1402574
16.585	0.1408642
16.59	0.1414703
16.595	0.1420306
16.6	0.1426081
16.605	0.1432001
16.61	0.1436364
16.615	0.1439341
16.62	0.1442302
16.625	0.1446425
16.63	0.1450535
16.635	0.1454361
16.64	0.1458053
16.645	0.1461834
16.65	0.1463902
16.655	0.1466708
16.66	0.1470073
16.665	0.147382
16.67	0.1477351
16.675	0.1481371
16.68	0.1486295
16.685	0.1489532
16.69	0.1492003
16.695	0.1491604
16.7	0.1492922
16.705	0.1492887
16.71	0.1494256
16.715	0.1494676
16.72	0.1495997
16.725	0.1498206
16.73	0.1497919
16.735	0.1497849
16.74	0.149794
16.745	0.1498879
16.75	0.1499823
16.755	0.1504045
16.76	0.150865
16.765	0.1512237
16.77	0.1514735
16.775	0.1516062
16.78	0.1515421
16.785	0.1514345
16.79	0.1513085
16.795	0.1513326
16.8	0.1513704
16.805	0.1514414
16.81	0.1513617
16.815	0.1513038
16.82	0.1513422
16.825	0.1513302
16.83	0.1511701
16.835	0.151048
16.84	0.1509319
16.845	0.1507795
16.85	0.1506796
16.855	0.1506713
16.86	0.1510663
16.865	0.1516194
16.87	0.1521996
16.875	0.1527874
16.88	0.1533078
16.885	0.1538191
16.89	0.1544178
16.895	0.1550503
16.9	0.1558634
16.905	0.1566318
16.91	0.1573475
16.915	0.1580599
