Interval=	0.005 s
1.14	0.01570208
1.145	0.01565642
1.15	0.0156032
1.155	0.0155274
1.16	0.01545196
1.165	0.01535327
1.17	0.01522347
1.175	0.01510225
1.18	0.0149853
1.185	0.01491815
1.19	0.01485412
1.195	0.01484208
1.2	0.01483055
1.205	0.01481024
1.21	0.01479215
1.215	0.0147755
1.22	0.0147575
1.225	0.01474132
1.23	0.0147261
1.235	0.01471637
1.24	0.01471176
1.245	0.01463703
1.25	0.01456479
1.255	0.01443255
1.26	0.01428907
1.265	0.01413717
1.27	0.01396073
1.275	0.01379763
1.28	0.01363915
1.285	0.01351425
1.29	0.01340634
1.295	0.01330277
1.3	0.01320169
1.305	0.0131009
1.31	0.01300115
1.315	0.01289609
1.32	0.01279074
1.325	0.01268019
1.33	0.01255078
1.335	0.01239378
1.34	0.01223181
1.345	0.01206561
1.35	0.01189817
1.355	0.01173396
1.36	0.01157904
1.365	0.0114216
1.37	0.01130222
1.375	0.01120413
1.38	0.01111743
1.385	0.01104164
1.39	0.01095196
1.395	0.0108683
1.4	0.01076922
1.405	0.01066985
1.41	0.01057797
1.415	0.01048839
1.42	0.01039881
1.425	0.01030944
1.43	0.01021853
1.435	0.01013006
1.44	0.01004459
1.445	0.009959085
1.45	0.009916321
1.455	0.00986942
1.46	0.009866144
1.465	0.009872722
1.47	0.009880789
1.475	0.009909906
1.48	0.009936755
1.485	0.009977649
1.49	0.00999987
1.495	0.0100249
1.5	0.01004481
1.505	0.01004431
1.51	0.01004478
1.515	0.01003931
1.52	0.01003971
1.525	0.0100399
1.53	0.01004407
1.535	0.0100608
1.54	0.01009344
1.545	0.01012977
1.55	0.01016788
1.555	0.01020315
1.56	0.0102353
1.565	0.01027926
1.57	0.01032427
1.575	0.01031696
1.58	0.01030767
1.585	0.01026436
1.59	0.01021882
1.595	0.01018506
1.6	0.01013547
1.605	0.01009336
1.61	0.01005344
1.615	0.01000695
1.62	0.009952143
1.625	0.009893945
1.63	0.009835766
1.635	0.009777613
1.64	0.009713426
1.645	0.009653441
1.65	0.009603028
1.655	0.009559157
1.66	0.009517265
1.665	0.009476688
1.67	0.009431556
1.675	0.009387948
1.68	0.009335766
1.685	0.009288574
1.69	0.009218027
1.695	0.009159784
1.7	0.00910644
1.705	0.009071189
1.71	0.0090512
1.715	0.009024968
1.72	0.009014652
1.725	0.009000778
1.73	0.008996305
1.735	0.008992322
1.74	0.008986097
1.745	0.008987204
1.75	0.00897853
1.755	0.008974247
1.76	0.008981642
1.765	0.008990289
1.77	0.008982767
1.775	0.008973848
1.78	0.008993011
1.785	0.009010959
1.79	0.009060047
1.795	0.009114107
1.8	0.009172759
1.805	0.009240647
1.81	0.009308209
1.815	0.009379128
1.82	0.009465554
1.825	0.009549875
1.83	0.009653695
1.835	0.009762388
1.84	0.009871071
1.845	0.009982848
1.85	0.0100729
1.855	0.0101441
1.86	0.01021477
1.865	0.01028562
1.87	0.01035587
1.875	0.01042827
1.88	0.01050377
1.885	0.01058592
1.89	0.01066394
1.895	0.01074898
1.9	0.01082878
1.905	0.010898
1.91	0.01094461
1.915	0.01099032
1.92	0.01103923
1.925	0.01107557
1.93	0.01111609
1.935	0.0111409
1.94	0.0111661
1.945	0.01119777
1.95	0.01121889
1.955	0.01124742
1.96	0.01127749
1.965	0.01129228
1.97	0.01132317
1.975	0.01136367
1.98	0.01140561
1.985	0.01146148
1.99	0.01152004
1.995	0.01156216
2	0.01161187
2.005	0.01164083
2.01	0.011674
2.015	0.01171244
2.02	0.01175023
2.025	0.01179502
2.03	0.01184417
2.035	0.01187448
2.04	0.01189561
2.045	0.01192683
2.05	0.01195563
2.055	0.01200028
2.06	0.0120522
2.065	0.01213119
2.07	0.01222119
2.075	0.01230948
2.08	0.01252527
2.085	0.01274523
2.09	0.01296051
2.095	0.01319794
2.1	0.01343345
2.105	0.01368804
2.11	0.0139549
2.115	0.01422833
2.12	0.01449742
2.125	0.01476865
2.13	0.01503931
2.135	0.0153158
2.14	0.01559397
2.145	0.01588581
2.15	0.01616772
2.155	0.01645909
2.16	0.01674211
2.165	0.01701974
2.17	0.01739565
2.175	0.01774596
2.18	0.01814671
2.185	0.01853798
2.19	0.0189052
2.195	0.01940025
2.2	0.01997151
2.205	0.020567
2.21	0.02115377
2.215	0.0217887
2.22	0.02240584
2.225	0.02300205
2.23	0.02357958
2.235	0.02415145
2.24	0.02476635
2.245	0.02538681
2.25	0.02606213
2.255	0.02677781
2.26	0.02747435
2.265	0.02817028
2.27	0.02882805
2.275	0.02946058
2.28	0.03014061
2.285	0.03079436
2.29	0.03144436
2.295	0.03207998
2.3	0.03277887
2.305	0.03346148
2.31	0.03411504
2.315	0.03474684
2.32	0.03538832
2.325	0.03604253
2.33	0.03672796
2.335	0.03741109
2.34	0.03807384
2.345	0.03872927
2.35	0.03936791
2.355	0.04000078
2.36	0.04061635
2.365	0.04122411
2.37	0.04182428
2.375	0.04233808
2.38	0.04285005
2.385	0.04331427
2.39	0.04377851
2.395	0.04424998
2.4	0.04459914
2.405	0.04487304
2.41	0.04510053
2.415	0.04532733
2.42	0.0455001
2.425	0.04567587
2.43	0.0458772
2.435	0.04607187
2.44	0.04632163
2.445	0.04651133
2.45	0.04668546
2.455	0.04678169
2.46	0.04681522
2.465	0.04685382
2.47	0.04687659
2.475	0.04690635
2.48	0.04694111
2.485	0.04690518
2.49	0.04679243
2.495	0.04665701
2.5	0.04652301
2.505	0.04626737
2.51	0.0460086
2.515	0.04576072
2.52	0.04554484
2.525	0.04529125
2.53	0.04500105
2.535	0.04463511
2.54	0.04424402
2.545	0.04384976
2.55	0.04345477
2.555	0.04306018
2.56	0.04266435
2.565	0.04226709
2.57	0.04186904
2.575	0.04146931
2.58	0.04110333
2.585	0.04073808
2.59	0.04038695
2.595	0.04002293
2.6	0.03964483
2.605	0.0393371
2.61	0.03906797
2.615	0.03882875
2.62	0.03858733
2.625	0.03836428
2.63	0.03812685
2.635	0.03782819
2.64	0.03752542
2.645	0.03707091
2.65	0.03665046
2.655	0.03622401
2.66	0.03583004
2.665	0.03546791
2.67	0.03509417
2.675	0.03471965
2.68	0.03433763
2.685	0.03394696
2.69	0.03359127
2.695	0.0332912
2.7	0.03300969
2.705	0.03273367
2.71	0.03252801
2.715	0.03232385
2.72	0.03210642
2.725	0.03181928
2.73	0.03156291
2.735	0.03132715
2.74	0.03115579
2.745	0.03100937
2.75	0.03087448
2.755	0.03072141
2.76	0.03054521
2.765	0.0303805
2.77	0.03024582
2.775	0.03010823
2.78	0.02996031
2.785	0.02983386
2.79	0.02969426
2.795	0.02954211
2.8	0.02940041
2.805	0.0292508
2.81	0.02909832
2.815	0.0289412
2.82	0.02877223
2.825	0.02862265
2.83	0.02846845
2.835	0.02831964
2.84	0.02821163
2.845	0.02810883
2.85	0.02809767
2.855	0.02807903
2.86	0.02807492
2.865	0.02811851
2.87	0.02816692
2.875	0.0282561
2.88	0.02835782
2.885	0.02846868
2.89	0.02858182
2.895	0.02870093
2.9	0.02882743
2.905	0.02894778
2.91	0.02904338
2.915	0.02915655
2.92	0.0292776
2.925	0.02939046
2.93	0.02951793
2.935	0.02963004
2.94	0.02974303
2.945	0.02982425
2.95	0.02988897
2.955	0.02993654
2.96	0.02998859
2.965	0.0300474
2.97	0.03004764
2.975	0.02998809
2.98	0.0299236
2.985	0.02986711
2.99	0.02976818
2.995	0.02966981
3	0.02957858
3.005	0.0294753
3.01	0.02937907
3.015	0.02925685
3.02	0.02913721
3.025	0.02903182
3.03	0.02888203
3.035	0.0287419
3.04	0.02860421
3.045	0.02846875
3.05	0.0283393
3.055	0.02821708
3.06	0.0280977
3.065	0.02797002
3.07	0.02776566
3.075	0.02755846
3.08	0.02725467
3.085	0.02693906
3.09	0.02660626
3.095	0.026278
3.1	0.02593943
3.105	0.02560554
3.11	0.02527029
3.115	0.02494326
3.12	0.0246078
3.125	0.0242484
3.13	0.02389926
3.135	0.02355376
3.14	0.02321385
3.145	0.02285853
3.15	0.0225177
3.155	0.0221857
3.16	0.0218811
3.165	0.02157533
3.17	0.02128058
3.175	0.02103616
3.18	0.02083166
3.185	0.02061723
3.19	0.02037305
3.195	0.02016086
3.2	0.01997226
3.205	0.01978909
3.21	0.01964768
3.215	0.01951547
3.22	0.01941553
3.225	0.01931765
3.23	0.01919071
3.235	0.01909779
3.24	0.01900757
3.245	0.01893212
3.25	0.01884005
3.255	0.01873383
3.26	0.0186156
3.265	0.01851497
3.27	0.01841244
3.275	0.01836872
3.28	0.01832771
3.285	0.01835543
3.29	0.01837242
3.295	0.01839611
3.3	0.0183941
3.305	0.0183947
3.31	0.01838574
3.315	0.0183753
3.32	0.01836754
3.325	0.01835781
3.33	0.01835998
3.335	0.01834926
3.34	0.01834518
3.345	0.01834299
3.35	0.01834926
3.355	0.01836248
3.36	0.01836838
3.365	0.01832134
3.37	0.01827247
3.375	0.01821149
3.38	0.01815082
3.385	0.01809625
3.39	0.01805605
3.395	0.01803707
3.4	0.01801216
3.405	0.01794615
3.41	0.01787915
3.415	0.01773741
3.42	0.01757318
3.425	0.0173914
3.43	0.01720176
3.435	0.0170283
3.44	0.01685714
3.445	0.0166789
3.45	0.01646627
3.455	0.01626104
3.46	0.01606234
3.465	0.01587079
3.47	0.01564647
3.475	0.01542698
3.48	0.01521359
3.485	0.01499253
3.49	0.0147795
3.495	0.01457906
3.5	0.01437993
3.505	0.01419704
3.51	0.01401811
3.515	0.01384146
3.52	0.0136605
3.525	0.01347729
3.53	0.01329345
3.535	0.01310915
3.54	0.01296243
3.545	0.01281538
3.55	0.01267801
3.555	0.01254546
3.56	0.01239108
3.565	0.01223822
3.57	0.01212449
3.575	0.01203203
3.58	0.01195245
3.585	0.01186303
3.59	0.01176162
3.595	0.0116726
3.6	0.01158668
3.605	0.01150668
3.61	0.01145539
3.615	0.01140983
3.62	0.01142393
3.625	0.01145847
3.63	0.01151913
3.635	0.01158903
3.64	0.01165377
3.645	0.01170635
3.65	0.01175849
3.655	0.01182994
3.66	0.01190462
3.665	0.01197928
3.67	0.01205427
3.675	0.0121394
3.68	0.01222473
3.685	0.01228875
3.69	0.01235675
3.695	0.01242335
3.7	0.0124882
3.705	0.01254937
3.71	0.01261303
3.715	0.01267737
3.72	0.01274787
3.725	0.01282141
3.73	0.01289532
3.735	0.01297048
3.74	0.0130429
3.745	0.01305647
3.75	0.01306963
3.755	0.01305004
3.76	0.0130254
3.765	0.01301356
3.77	0.01300322
3.775	0.01299074
3.78	0.0129482
3.785	0.01292355
3.79	0.01290482
3.795	0.01289893
3.8	0.01286475
3.805	0.01282936
3.81	0.01279075
3.815	0.01276434
3.82	0.01272911
3.825	0.01271459
3.83	0.01270338
3.835	0.01266871
3.84	0.01262694
3.845	0.01258924
3.85	0.01255791
3.855	0.01252976
3.86	0.0125014
3.865	0.01246952
3.87	0.01243096
3.875	0.01239141
3.88	0.01235288
3.885	0.01230709
3.89	0.01227271
3.895	0.01223639
3.9	0.01220085
3.905	0.01216793
3.91	0.01213821
3.915	0.01209479
3.92	0.01204918
3.925	0.01199652
3.93	0.0119479
3.935	0.01189913
3.94	0.01184992
3.945	0.0118035
3.95	0.01179012
3.955	0.01178088
3.96	0.01179198
3.965	0.01180355
3.97	0.01181472
3.975	0.0118266
3.98	0.01184064
3.985	0.01187669
3.99	0.01186347
3.995	0.01184797
4	0.0118009
4.005	0.01176547
4.01	0.01173139
4.015	0.01171268
4.02	0.01167537
4.025	0.01164274
4.03	0.01156117
4.035	0.01146656
4.04	0.01139474
4.045	0.01132848
4.05	0.01125666
4.055	0.01118354
4.06	0.01111882
4.065	0.01105521
4.07	0.01099307
4.075	0.01093658
4.08	0.01088159
4.085	0.01082975
4.09	0.01078048
4.095	0.01072731
4.1	0.01068103
4.105	0.01063726
4.11	0.010599
4.115	0.01056455
4.12	0.01054064
4.125	0.01051836
4.13	0.01049821
4.135	0.01046982
4.14	0.01045028
4.145	0.01043283
4.15	0.01041117
4.155	0.0103979
4.16	0.01038753
4.165	0.01038014
4.17	0.01037869
4.175	0.01037741
4.18	0.01038229
4.185	0.01038712
4.19	0.01038635
4.195	0.01041164
4.2	0.0104398
4.205	0.01049294
4.21	0.01054725
4.215	0.01060284
4.22	0.01062839
4.225	0.01065669
4.23	0.01068355
4.235	0.01073822
4.24	0.01079948
4.245	0.0108368
4.25	0.01086802
4.255	0.01090328
4.26	0.01094141
4.265	0.01096104
4.27	0.01098112
4.275	0.01099788
4.28	0.01101361
4.285	0.01102698
4.29	0.01103846
4.295	0.01105414
4.3	0.01107223
4.305	0.01108998
4.31	0.0111036
4.315	0.01110361
4.32	0.01109298
4.325	0.01108314
4.33	0.01109279
4.335	0.01109845
4.34	0.01110648
4.345	0.0111155
4.35	0.01112113
4.355	0.01113063
4.36	0.01115893
4.365	0.0111755
4.37	0.01120741
4.375	0.01123071
4.38	0.01126509
4.385	0.01128593
4.39	0.01131801
4.395	0.01137705
4.4	0.01143881
4.405	0.01152819
4.41	0.01161451
4.415	0.01169961
4.42	0.01178124
4.425	0.01190468
4.43	0.0120732
4.435	0.01224354
4.44	0.01241068
4.445	0.01258571
4.45	0.01277011
4.455	0.01295398
4.46	0.01313238
4.465	0.01330401
4.47	0.01351227
4.475	0.01371978
4.48	0.01393333
4.485	0.01415523
4.49	0.01438845
4.495	0.01463502
4.5	0.01492135
4.505	0.015244
4.51	0.01554753
4.515	0.01584525
4.52	0.01613963
4.525	0.01643433
4.53	0.01674328
4.535	0.01704187
4.54	0.01733923
4.545	0.01766641
4.55	0.01797361
4.555	0.01829035
4.56	0.01860245
4.565	0.01887246
4.57	0.0191489
4.575	0.01939931
4.58	0.0196509
4.585	0.01991871
4.59	0.02027367
4.595	0.02065012
4.6	0.02100422
4.605	0.02138675
4.61	0.02173281
4.615	0.02207377
4.62	0.0224224
4.625	0.022769
4.63	0.02308005
4.635	0.02335777
4.64	0.02363208
4.645	0.02391854
4.65	0.02422786
4.655	0.02453313
4.66	0.02483604
4.665	0.0251749
4.67	0.0255263
4.675	0.02584017
4.68	0.02615112
4.685	0.02645189
4.69	0.02673988
4.695	0.02707511
4.7	0.02739557
4.705	0.02766301
4.71	0.02788786
4.715	0.02818054
4.72	0.02856374
4.725	0.02894664
4.73	0.02937507
4.735	0.02977562
4.74	0.03015705
4.745	0.03053708
4.75	0.03089113
4.755	0.03131232
4.76	0.03172689
4.765	0.03217733
4.77	0.03263368
4.775	0.03307688
4.78	0.03352715
4.785	0.03402089
4.79	0.03451557
4.795	0.03490424
4.8	0.03528865
4.805	0.03573194
4.81	0.03615646
4.815	0.03668772
4.82	0.0372118
4.825	0.03771539
4.83	0.03820942
4.835	0.03870631
4.84	0.03919807
4.845	0.03968886
4.85	0.04020941
4.855	0.04068344
4.86	0.04116185
4.865	0.0416382
4.87	0.04207528
4.875	0.04249008
4.88	0.04296927
4.885	0.04344053
4.89	0.04391194
4.895	0.04438438
4.9	0.0447852
4.905	0.04518224
4.91	0.04558992
4.915	0.04600104
4.92	0.04632893
4.925	0.04654082
4.93	0.04676045
4.935	0.04691838
4.94	0.04709568
4.945	0.04728686
4.95	0.04747089
4.955	0.04764492
4.96	0.04773612
4.965	0.04781334
4.97	0.0478371
4.975	0.04786531
4.98	0.04790594
4.985	0.04793843
4.99	0.04790191
4.995	0.0478196
5	0.04777182
5.005	0.04768578
5.01	0.04750304
5.015	0.04729589
5.02	0.04692636
5.025	0.0465514
5.03	0.0461773
5.035	0.04580083
5.04	0.04542305
5.045	0.04504065
5.05	0.04464233
5.055	0.04415097
5.06	0.04367463
5.065	0.04317358
5.07	0.04265975
5.075	0.04213835
5.08	0.04162168
5.085	0.0409777
5.09	0.04032812
5.095	0.03965936
5.1	0.03897014
5.105	0.0382975
5.11	0.03761509
5.115	0.03692318
5.12	0.03622302
5.125	0.03556168
5.13	0.03497008
5.135	0.03433445
5.14	0.03372199
5.145	0.03306813
5.15	0.03237336
5.155	0.03167193
5.16	0.03097544
5.165	0.03031473
5.17	0.02965547
5.175	0.0290156
5.18	0.02835011
5.185	0.02763248
5.19	0.02690353
5.195	0.02620898
5.2	0.02556
5.205	0.02489944
5.21	0.02425113
5.215	0.02368107
5.22	0.02313077
5.225	0.02274407
5.23	0.02236008
5.235	0.02197505
5.24	0.02158489
5.245	0.02120902
5.25	0.02084961
5.255	0.02050044
5.26	0.02025336
5.265	0.02000032
5.27	0.0197687
5.275	0.01953664
5.28	0.0193332
5.285	0.01911309
5.29	0.01902354
5.295	0.01891985
5.3	0.01882577
5.305	0.01877157
5.31	0.01873811
5.315	0.01872619
5.32	0.01870655
5.325	0.01868364
5.33	0.01865964
5.335	0.01865987
5.34	0.01870372
5.345	0.01876027
5.35	0.01881695
5.355	0.01895181
5.36	0.01909474
5.365	0.01922446
5.37	0.01940785
5.375	0.01966776
5.38	0.01993688
5.385	0.0202087
5.39	0.02050087
5.395	0.02079331
5.4	0.02109039
5.405	0.02137385
5.41	0.0216505
5.415	0.02194993
5.42	0.02224397
5.425	0.02253758
5.43	0.0228153
5.435	0.02308566
5.44	0.02334914
5.445	0.02361156
5.45	0.02382642
5.455	0.02402158
5.46	0.02425816
5.465	0.02448708
5.47	0.02471764
5.475	0.02494482
5.48	0.02517446
5.485	0.02540358
5.49	0.02563667
5.495	0.02585904
5.5	0.02608334
5.505	0.02630927
5.51	0.0264871
5.515	0.02665758
5.52	0.02680781
5.525	0.02696168
5.53	0.02712683
5.535	0.02729123
5.54	0.02739667
5.545	0.02749059
5.55	0.02757899
5.555	0.02767971
5.56	0.02770743
5.565	0.02771398
5.57	0.02772033
5.575	0.02769053
5.58	0.02754523
5.585	0.02739386
5.59	0.02723588
5.595	0.02709354
5.6	0.02694658
5.605	0.02681989
5.61	0.02669056
5.615	0.02655663
5.62	0.02640798
5.625	0.02626392
5.63	0.02613039
5.635	0.02599471
5.64	0.0258543
5.645	0.02571142
5.65	0.02556026
5.655	0.02543568
5.66	0.02531789
5.665	0.02511478
5.67	0.02497786
5.675	0.02485993
5.68	0.02477024
5.685	0.02468824
5.69	0.02459436
5.695	0.02450211
5.7	0.02441657
5.705	0.02433527
5.71	0.02424679
5.715	0.02418769
5.72	0.0241322
5.725	0.02406369
5.73	0.02399074
5.735	0.02389737
5.74	0.02380325
5.745	0.02374777
5.75	0.02369686
5.755	0.02364272
5.76	0.02358844
5.765	0.02358616
5.77	0.02359587
5.775	0.02361373
5.78	0.0236179
5.785	0.02369099
5.79	0.02377735
5.795	0.02387159
5.8	0.02393511
5.805	0.02399404
5.81	0.02402437
5.815	0.02405413
5.82	0.0241216
5.825	0.02421207
5.83	0.02430465
5.835	0.02437587
5.84	0.02445871
5.845	0.02454251
5.85	0.02462797
5.855	0.02471847
5.86	0.02479293
5.865	0.02487854
5.87	0.02500687
5.875	0.02502697
5.88	0.02499879
5.885	0.02490721
5.89	0.02479399
5.895	0.0246818
5.9	0.02456497
5.905	0.02444547
5.91	0.02431846
5.915	0.02419986
5.92	0.02407288
5.925	0.0239492
5.93	0.0238423
5.935	0.02374204
5.94	0.02364521
5.945	0.02355354
5.95	0.02346001
5.955	0.02336822
5.96	0.02328141
5.965	0.02319561
5.97	0.02309137
5.975	0.02298636
5.98	0.02287096
5.985	0.02277678
5.99	0.02268362
5.995	0.02256957
6	0.02245337
6.005	0.0223539
6.01	0.0222576
6.015	0.02217104
6.02	0.02207807
6.025	0.02190977
6.03	0.02170596
6.035	0.0214875
6.04	0.02127509
6.045	0.02104416
6.05	0.02081141
6.055	0.0205765
6.06	0.02033975
6.065	0.02011573
6.07	0.01984629
6.075	0.0195741
6.08	0.01933431
6.085	0.01912557
6.09	0.01895803
6.095	0.01881586
6.1	0.01869822
6.105	0.01858331
6.11	0.01846855
6.115	0.01835778
6.12	0.01822691
6.125	0.01810139
6.13	0.01796465
6.135	0.01782595
6.14	0.0176736
6.145	0.01752463
6.15	0.01736124
6.155	0.01719775
6.16	0.01703011
6.165	0.01686153
6.17	0.01668702
6.175	0.01652588
6.18	0.01636584
6.185	0.0162079
6.19	0.01605043
6.195	0.01588472
6.2	0.01573643
6.205	0.0155817
6.21	0.01540421
6.215	0.01522019
6.22	0.01498695
6.225	0.01475915
6.23	0.01458449
6.235	0.01444399
6.24	0.0143199
6.245	0.01419985
6.25	0.01409201
6.255	0.0139854
6.26	0.01387881
6.265	0.01376759
6.27	0.01365515
6.275	0.01358294
6.28	0.01352022
6.285	0.01348647
6.29	0.01345255
6.295	0.01342945
6.3	0.01337433
6.305	0.01326495
6.31	0.0131538
6.315	0.01304272
6.32	0.01293058
6.325	0.01283389
6.33	0.01273875
6.335	0.01265535
6.34	0.01257304
6.345	0.0124961
6.35	0.01242215
6.355	0.01235751
6.36	0.01229228
6.365	0.01222834
6.37	0.01216367
6.375	0.01212296
6.38	0.01207529
6.385	0.01203041
6.39	0.01199072
6.395	0.01195217
6.4	0.01192186
6.405	0.01187896
6.41	0.01183609
6.415	0.0118132
6.42	0.01180424
6.425	0.01183704
6.43	0.01186721
6.435	0.01189732
6.44	0.01192684
6.445	0.01197641
6.45	0.01202806
6.455	0.01208762
6.46	0.01214802
6.465	0.01220608
6.47	0.01226453
6.475	0.01229592
6.48	0.01232937
6.485	0.01233743
6.49	0.01234419
6.495	0.01235131
6.5	0.01235376
6.505	0.01237376
6.51	0.01242293
6.515	0.01247601
6.52	0.0125392
6.525	0.01260245
6.53	0.01266565
6.535	0.01272343
6.54	0.01277001
6.545	0.01281499
6.55	0.01286344
6.555	0.01290736
6.56	0.01295233
6.565	0.01300399
6.57	0.01305822
6.575	0.01313143
6.58	0.01318499
6.585	0.01328042
6.59	0.01337023
6.595	0.01345837
6.6	0.01355538
6.605	0.01364616
6.61	0.01374154
6.615	0.0138483
6.62	0.01397066
6.625	0.01409384
6.63	0.01422557
6.635	0.01437148
6.64	0.01452193
6.645	0.0146453
6.65	0.01472166
6.655	0.01479835
6.66	0.01485963
6.665	0.01491925
6.67	0.01497967
6.675	0.01504079
6.68	0.01511784
6.685	0.01518732
6.69	0.01526679
6.695	0.01534468
6.7	0.0154279
6.705	0.01550342
6.71	0.01557847
6.715	0.01564995
6.72	0.01572537
6.725	0.01579579
6.73	0.0158662
6.735	0.01597027
6.74	0.01607622
6.745	0.0162596
6.75	0.01644409
6.755	0.01672047
6.76	0.01701147
6.765	0.01732391
6.77	0.01763539
6.775	0.01796089
6.78	0.01825615
6.785	0.01855076
6.79	0.01879715
6.795	0.01904383
6.8	0.01928845
6.805	0.01951652
6.81	0.01974446
6.815	0.01998875
6.82	0.0202185
6.825	0.02043054
6.83	0.02062728
6.835	0.02081695
6.84	0.02101463
6.845	0.02120341
6.85	0.02142328
6.855	0.02165908
6.86	0.02188853
6.865	0.02212817
6.87	0.02238949
6.875	0.02264803
6.88	0.02290728
6.885	0.02316848
6.89	0.02344309
6.895	0.02371429
6.9	0.02410713
6.905	0.02448996
6.91	0.02490525
6.915	0.02531381
6.92	0.02574292
6.925	0.02617636
6.93	0.02667147
6.935	0.02715794
6.94	0.02761589
6.945	0.02810492
6.95	0.0285275
6.955	0.02895078
6.96	0.0292593
6.965	0.02954493
6.97	0.02979319
6.975	0.03007873
6.98	0.03033634
6.985	0.03069352
6.99	0.03103567
6.995	0.03142993
7	0.03182864
7.005	0.03223378
7.01	0.03263794
7.015	0.03306046
7.02	0.03346677
7.025	0.03387469
7.03	0.03428059
7.035	0.03472062
7.04	0.03519963
7.045	0.03570999
7.05	0.03621986
