Interval=	0.005 s
9.375	0.2778101
9.38	0.2803994
9.385	0.2828191
9.39	0.2853212
9.395	0.287808
9.4	0.2907729
9.405	0.2937283
9.41	0.2966742
9.415	0.2996038
9.42	0.3025018
9.425	0.3054233
9.43	0.3084058
9.435	0.3113706
9.44	0.3144748
9.445	0.3173823
9.45	0.3202582
9.455	0.3226119
9.46	0.3249064
9.465	0.3271975
9.47	0.3296012
9.475	0.3319066
9.48	0.3343558
9.485	0.3369996
9.49	0.3398535
9.495	0.3427817
9.5	0.345072
9.505	0.3469041
9.51	0.3482754
9.515	0.3490121
9.52	0.3495736
9.525	0.3499515
9.53	0.3499504
9.535	0.3498833
9.54	0.3498725
9.545	0.3500122
9.55	0.3504327
9.555	0.3500051
9.56	0.3499425
9.565	0.3491282
9.57	0.3483387
9.575	0.3480148
9.58	0.3485081
9.585	0.3491921
9.59	0.3499304
9.595	0.3500034
9.6	0.3500802
9.605	0.3493775
9.61	0.3496506
9.615	0.3502546
9.62	0.3508634
9.625	0.3516868
9.63	0.3528806
9.635	0.3540161
9.64	0.3551384
9.645	0.355836
9.65	0.356623
9.655	0.3574185
9.66	0.3584383
9.665	0.3593951
9.67	0.3603893
9.675	0.3615432
9.68	0.3629549
9.685	0.3641787
9.69	0.365408
9.695	0.3661994
9.7	0.3671457
9.705	0.3684184
9.71	0.3701246
9.715	0.372072
9.72	0.3745485
9.725	0.3770158
9.73	0.3794758
9.735	0.3821479
9.74	0.3847297
9.745	0.387275
9.75	0.3895439
9.755	0.3908342
9.76	0.3925136
9.765	0.3937054
9.77	0.3954259
9.775	0.3967767
9.78	0.39737
9.785	0.3968337
9.79	0.3962979
9.795	0.3959621
9.8	0.3959972
9.805	0.396061
9.81	0.3964104
9.815	0.3951419
9.82	0.3932986
9.825	0.3916357
9.83	0.3896137
9.835	0.3870277
9.84	0.3843684
9.845	0.3816822
9.85	0.3791641
9.855	0.3766747
9.86	0.374206
9.865	0.3716964
9.87	0.3692777
9.875	0.3668128
9.88	0.3640478
9.885	0.3609552
9.89	0.3578989
9.895	0.3548393
9.9	0.3520034
9.905	0.3487662
9.91	0.3455621
9.915	0.3418436
9.92	0.3380832
9.925	0.3337651
9.93	0.3294634
9.935	0.3251738
9.94	0.3206186
9.945	0.3160536
9.95	0.311549
9.955	0.3072229
9.96	0.303611
9.965	0.3001335
9.97	0.296975
9.975	0.293356
9.98	0.2899368
9.985	0.2869746
9.99	0.2840813
9.995	0.2811521	#1 JL LF1 
10	0.2776257
10.005	0.2740874
10.01	0.2704054
10.015	0.2667453
10.02	0.2641814
10.025	0.2620105
10.03	0.2592226
10.035	0.2566885
10.04	0.2543768
10.045	0.2520772
10.05	0.2497657
10.055	0.2474721
10.06	0.2450249
10.065	0.2424202
10.07	0.2399838
10.075	0.2376352
10.08	0.2354492
10.085	0.2335562
10.09	0.2318848
10.095	0.2303036
10.1	0.2286712
10.105	0.227071
10.11	0.2258085
10.115	0.224345
10.12	0.2232312
10.125	0.2222253
10.13	0.2217034
10.135	0.2211306
10.14	0.2205549
10.145	0.2203239
10.15	0.2201379
10.155	0.2195645
10.16	0.2187776
10.165	0.2178521
10.17	0.2164025
10.175	0.2149406
10.18	0.2135203
10.185	0.2122517
10.19	0.2109762
10.195	0.2104302
10.2	0.2099043
10.205	0.2099282
10.21	0.2099067
10.215	0.2099787
10.22	0.2101259
10.225	0.2102682
10.23	0.2104126
10.235	0.2109058
10.24	0.2113885
10.245	0.2119743
10.25	0.2126472
10.255	0.2133343
10.26	0.2140217
10.265	0.214769
10.27	0.2155935
10.275	0.2161038
10.28	0.2161807
10.285	0.2158801
10.29	0.2154267
10.295	0.2149878
10.3	0.2144895
10.305	0.2141617
10.31	0.2136968
10.315	0.2132432
10.32	0.2130123
10.325	0.2128387
10.33	0.2125118
10.335	0.2120887
10.34	0.2117078
10.345	0.2114768
10.35	0.2108523
10.355	0.2102949
10.36	0.2101414
10.365	0.2102151
10.37	0.2106615
10.375	0.2113933
10.38	0.2120212
10.385	0.2128555
10.39	0.2134248
10.395	0.2141803
10.4	0.2147637
10.405	0.21549
10.41	0.2159185
10.415	0.2163708
10.42	0.2167782
10.425	0.2169551
10.43	0.2171867
10.435	0.2174395
10.44	0.2177331
10.445	0.2180473
10.45	0.2183321
10.455	0.2186186
10.46	0.2188769
10.465	0.219162
10.47	0.2196144
10.475	0.2200609
10.48	0.2207272
10.485	0.2215949
10.49	0.2226933
10.495	0.2238664
10.5	0.2250102
10.505	0.2261735
10.51	0.2270373
10.515	0.2279826
10.52	0.2287703
10.525	0.2295643
10.53	0.230268
10.535	0.2309294
10.54	0.2315128
10.545	0.2323671
10.55	0.2330398
10.555	0.2339105
10.56	0.2346399
10.565	0.2350457
10.57	0.2352034
10.575	0.2349411
10.58	0.2346135
10.585	0.2344895
10.59	0.2342536
10.595	0.2341214
10.6	0.2336572
10.605	0.233276
10.61	0.2326876
10.615	0.2322241
10.62	0.2316925
10.625	0.2312338
10.63	0.2308903
10.635	0.2305343
10.64	0.2300956
10.645	0.2297849
10.65	0.2296311
10.655	0.2295222
10.66	0.2294227
10.665	0.2293775
10.67	0.2293271
10.675	0.2290054
10.68	0.2286868
10.685	0.2281184
10.69	0.2274975
10.695	0.2267933
10.7	0.2259795
10.705	0.2252038
10.71	0.2244652
10.715	0.2238841
10.72	0.2233546
10.725	0.2229305
10.73	0.2221955
10.735	0.221502
10.74	0.2208879
10.745	0.2204609
10.75	0.2194805
10.755	0.2186508
10.76	0.2178238
10.765	0.2170343
10.77	0.2165541
10.775	0.2162106
10.78	0.2159601
10.785	0.2157549
10.79	0.2152356
10.795	0.2149267
10.8	0.2147555
10.805	0.2147033
10.81	0.2146798
10.815	0.2146148
10.82	0.2144953
10.825	0.2144313
10.83	0.2142571
10.835	0.2140851
10.84	0.2139788
10.845	0.2139293
10.85	0.2135946
10.855	0.2128943
10.86	0.2121922
10.865	0.2113413
10.87	0.210524
10.875	0.2096849
10.88	0.2091259
10.885	0.2086036
10.89	0.2082795
10.895	0.2084478
10.9	0.2086108
10.905	0.2090124
10.91	0.2093697
10.915	0.209634
10.92	0.2098427
10.925	0.2097609
10.93	0.2096801
10.935	0.2097422
10.94	0.2098721
10.945	0.2099931
10.95	0.210412
10.955	0.2118699
10.96	0.2136069
10.965	0.2159311
10.97	0.2182582
10.975	0.2202786
10.98	0.222297
10.985	0.2244434
10.99	0.2266753
10.995	0.2292131
11	0.2315993
11.005	0.2338084
11.01	0.2361312
11.015	0.2384009
11.02	0.2407332
11.025	0.2432217
11.03	0.2456908
11.035	0.2481571
11.04	0.2508906
11.045	0.2545925
11.05	0.2587799
11.055	0.2639846
11.06	0.2692119
11.065	0.2743351
11.07	0.2794828
11.075	0.2844387
11.08	0.2893066
11.085	0.2938496
11.09	0.2982662
11.095	0.3026283
11.1	0.3063129
11.105	0.3101014
11.11	0.3137569
11.115	0.3173618
11.12	0.3209964
11.125	0.3249769
11.13	0.3290429
11.135	0.3332828
11.14	0.3375466
11.145	0.341752
11.15	0.3461609
11.155	0.3499063
11.16	0.3528215
11.165	0.3553726
11.17	0.3571855
11.175	0.35899
11.18	0.3608783
11.185	0.3627847
11.19	0.3646242
11.195	0.3663243
11.2	0.3678021
11.205	0.3692769
11.21	0.3708085
11.215	0.3723348
11.22	0.3738221
11.225	0.375308
11.23	0.3766149
11.235	0.3779221
11.24	0.3796872
11.245	0.3810845
11.25	0.381389
11.255	0.3809714
11.26	0.3791617
11.265	0.3773801
11.27	0.3756411
11.275	0.3738391
11.28	0.3720499
11.285	0.3702468
11.29	0.3685438
11.295	0.3668722
11.3	0.3651674
11.305	0.3637547
11.31	0.3621328
11.315	0.3605033
11.32	0.3588826
11.325	0.3571827
11.33	0.354806
11.335	0.3523926
11.34	0.3496115
11.345	0.3470421
11.35	0.3444527
11.355	0.3416162
11.36	0.3391214
11.365	0.3368442
11.37	0.3344029
11.375	0.332334
11.38	0.330245
11.385	0.3281588
11.39	0.3261609
11.395	0.3240763
11.4	0.3220955
11.405	0.3202373
11.41	0.3184795
11.415	0.3166692
11.42	0.3149812
11.425	0.3132631
11.43	0.3115689
11.435	0.3099922
11.44	0.3083975
11.445	0.3056828
11.45	0.3032992
11.455	0.3009793
11.46	0.2991874
11.465	0.298347
11.47	0.2974446
11.475	0.296447
11.48	0.2955529
11.485	0.294632
11.49	0.2936838
11.495	0.2927702
11.5	0.2919056
11.505	0.2910098
11.51	0.2900733
11.515	0.289298
11.52	0.2883509
11.525	0.2874578
11.53	0.286608
11.535	0.2861806
11.54	0.2857687
11.545	0.285418
11.55	0.2843334
11.555	0.2830928
11.56	0.2814701
11.565	0.2799236
11.57	0.2785352
11.575	0.2772935
11.58	0.2760966
11.585	0.2749111
11.59	0.2736909
11.595	0.2720758
11.6	0.2705609
11.605	0.2689806
11.61	0.2672875
11.615	0.2651706
11.62	0.2630519
11.625	0.2603366
11.63	0.2576619
11.635	0.2549014
11.64	0.2521178
11.645	0.2492741
11.65	0.2473014
11.655	0.2449396
11.66	0.2430374
11.665	0.2409077
11.67	0.2386183
11.675	0.236494
11.68	0.234457
11.685	0.2322085
11.69	0.2300041
11.695	0.2278558
11.7	0.2257356
11.705	0.2235781
11.71	0.2216289
11.715	0.2196379
11.72	0.2177712
11.725	0.2161448
11.73	0.2144183
11.735	0.2128466
11.74	0.2115551
11.745	0.2102707
11.75	0.2091192
11.755	0.2085155
11.76	0.2080262
11.765	0.2084387
11.77	0.208628
11.775	0.2093426
11.78	0.2102782
11.785	0.2109997
11.79	0.2116945
11.795	0.2123441
11.8	0.2136004
11.805	0.2152499
11.81	0.2175612
11.815	0.2200241
11.82	0.2229036
11.825	0.2259966
11.83	0.2294232
11.835	0.2328717
11.84	0.2362801
11.845	0.2395123
11.85	0.2429826
11.855	0.2459797
11.86	0.2494245
11.865	0.2527972
11.87	0.2562705
11.875	0.2598283
11.88	0.2632399
11.885	0.2667826
11.89	0.2705481
11.895	0.2745286
11.9	0.2784134
11.905	0.2820956
11.91	0.2855734
11.915	0.2887164
11.92	0.2918359
11.925	0.294617
11.93	0.2973009
11.935	0.2999682
11.94	0.3024769
11.945	0.3057565
11.95	0.3095745
11.955	0.3153044
11.96	0.3217045
11.965	0.3280089
11.97	0.3337059
11.975	0.3395517
11.98	0.344646
11.985	0.3496332
11.99	0.3546262
11.995	0.3595843
12	0.3645068
12.005	0.3689876
12.01	0.3729319
12.015	0.3761549
12.02	0.3793188
12.025	0.3823211
12.03	0.385121
12.035	0.3883289
12.04	0.3914554
12.045	0.3947207
12.05	0.3980996
12.055	0.4011715
12.06	0.4043332
12.065	0.4071885
12.07	0.4100528
12.075	0.4128748
12.08	0.4158207
12.085	0.4188406
12.09	0.4215478
12.095	0.424044
12.1	0.4261604
12.105	0.4282579
12.11	0.4304115
12.115	0.4325848
12.12	0.4348804
12.125	0.4372342
12.13	0.4396804
12.135	0.4421662
12.14	0.4447249
12.145	0.4472247
12.15	0.4484803
12.155	0.4489468
12.16	0.446808
12.165	0.4435274
12.17	0.4402245
12.175	0.4370525
12.18	0.4336169
12.185	0.430348
12.19	0.4270874
12.195	0.4237846
12.2	0.4204213
12.205	0.4170281
12.21	0.4137767
12.215	0.4106885
12.22	0.4079083
12.225	0.4050361
12.23	0.4023188
12.235	0.3995202
12.24	0.3958695
12.245	0.3921965
12.25	0.3881729
12.255	0.3841258
12.26	0.3801366
12.265	0.3762931
12.27	0.3728662
12.275	0.3694146
12.28	0.366626
12.285	0.3633472
12.29	0.3602101
12.295	0.3573502
12.3	0.3553211
12.305	0.353502
12.31	0.3523423
12.315	0.3510909
12.32	0.3499053
12.325	0.3517254
12.33	0.3536983
12.335	0.3556609
12.34	0.3583919
12.345	0.3615286
12.35	0.3647199
12.355	0.3686089
12.36	0.3742415
12.365	0.3817587
12.37	0.3929597
12.375	0.4046496
12.38	0.4165884
12.385	0.428511
12.39	0.4408519
12.395	0.4535648
12.4	0.4662061
12.405	0.4793797
12.41	0.4937837
12.415	0.5088299
12.42	0.5242829
12.425	0.5402351
12.43	0.5566951
12.435	0.5728489
12.44	0.5887824
12.445	0.6046647
12.45	0.6203089
12.455	0.6358707
12.46	0.651297
12.465	0.666395
12.47	0.6811713
12.475	0.6952932
12.48	0.7108023
12.485	0.7252905
12.49	0.7398476
12.495	0.753715
12.5	0.7676522
12.505	0.7808279
12.51	0.7937806
12.515	0.8071084
12.52	0.8212052
12.525	0.8356626
12.53	0.8485776
12.535	0.8610678
12.54	0.8735255
12.545	0.8854381
12.55	0.8967977
12.555	0.908295
12.56	0.919671
12.565	0.9304617
12.57	0.9406376
12.575	0.9483258
12.58	0.9556353
12.585	0.9629085
12.59	0.9708962
12.595	0.9784267
12.6	0.9854138
12.605	0.9923295
12.61	0.9985981
12.615	1.003274
12.62	1.007917
12.625	1.012035
12.63	1.015048
12.635	1.017379
12.64	1.020604
12.645	1.023655
12.65	1.027799
12.655	1.031962
12.66	1.036877
12.665	1.04132
12.67	1.045735
12.675	1.049926
12.68	1.054455
12.685	1.057611
12.69	1.060972
12.695	1.064993
12.7	1.069184
12.705	1.072742
12.71	1.076256
12.715	1.0798
12.72	1.081856
12.725	1.08246
12.73	1.082172
12.735	1.080942
12.74	1.079857
12.745	1.078552
12.75	1.077026
12.755	1.075564
12.76	1.073621
12.765	1.071487
12.77	1.068731
12.775	1.066281
12.78	1.064584
12.785	1.062537
12.79	1.059767
12.795	1.055323
12.8	1.050733
12.805	1.046077
12.81	1.041127
12.815	1.036116
12.82	1.031835
12.825	1.025994
12.83	1.019869
12.835	1.014264
12.84	1.008458
12.845	1.00035
12.85	0.9922529
12.855	0.9816137
12.86	0.9704432
12.865	0.9570666
12.87	0.9437883
12.875	0.9303195
12.88	0.9168106
12.885	0.9024686
12.89	0.8871421
12.895	0.8715448
12.9	0.8534806
12.905	0.8350126
12.91	0.8165651
12.915	0.7978957
12.92	0.7786682
12.925	0.7601292
12.93	0.742178
12.935	0.7243615
12.94	0.7075724
12.945	0.6902732
12.95	0.6727002
12.955	0.6550745
12.96	0.637127
12.965	0.619066
12.97	0.6006907
12.975	0.5827679
12.98	0.564027
12.985	0.544993
12.99	0.5258998
12.995	0.5070888
13	0.4894089
13.005	0.4715879
13.01	0.4535231
13.015	0.4350525
13.02	0.4163184
13.025	0.3967531
13.03	0.3791456
13.035	0.3619728
13.04	0.34409
13.045	0.3263193
13.05	0.3113682
13.055	0.2956995
13.06	0.2835644
13.065	0.2717825
13.07	0.2635139
13.075	0.2549948
13.08	0.2462052
13.085	0.2370907
13.09	0.2290498
13.095	0.2246866
13.1	0.2203786
13.105	0.2202151
13.11	0.2201465
13.115	0.2201193
13.12	0.2200896
13.125	0.2202769
13.13	0.2203646
13.135	0.2205652
13.14	0.2207957
13.145	0.2210449
13.15	0.2213026
13.155	0.2214126
13.16	0.2214897
13.165	0.2214831
13.17	0.2214735
13.175	0.2216043
13.18	0.2215686
13.185	0.2218474
13.19	0.2221926
13.195	0.2226177
13.2	0.2231071
13.205	0.2236342
13.21	0.2241243
13.215	0.2245654
13.22	0.2252035
13.225	0.2258079
13.23	0.2262331
13.235	0.2260879
13.24	0.2248412
13.245	0.2232555
13.25	0.221652
13.255	0.2201754
13.26	0.2185859
13.265	0.217027
13.27	0.2155258
13.275	0.2140291
13.28	0.2125008
13.285	0.2109463
13.29	0.2093112
13.295	0.2075709
13.3	0.2060048
13.305	0.2043038
13.31	0.2029798
13.315	0.2016301
13.32	0.200429
13.325	0.1994115
13.33	0.1983636
13.335	0.1976869
13.34	0.1967784
13.345	0.1963002
13.35	0.1958481
13.355	0.1955211
13.36	0.1953707
13.365	0.1952768
13.37	0.195116
13.375	0.195003
13.38	0.1948357
13.385	0.1947556
13.39	0.1946995
13.395	0.1946039
13.4	0.1946487
13.405	0.1946482
13.41	0.1946987
13.415	0.1942901
13.42	0.1938387
13.425	0.1932517
13.43	0.1926814
13.435	0.1922206
13.44	0.1922356
13.445	0.192828
13.45	0.1935162
13.455	0.194006
13.46	0.1943516
13.465	0.1955305
13.47	0.1966556
13.475	0.1980781
13.48	0.1994933
13.485	0.2008989
13.49	0.2023174
13.495	0.2042963
13.5	0.2062357
13.505	0.2085629
13.51	0.2108809
13.515	0.2130149
13.52	0.2150273
13.525	0.2170077
13.53	0.2186512
13.535	0.220516
13.54	0.2219838
13.545	0.2238605
13.55	0.2253086
13.555	0.2269934
13.56	0.2286925
13.565	0.2303155
13.57	0.2318791
13.575	0.2335951
13.58	0.2353287
13.585	0.2370362
13.59	0.2388918
13.595	0.2407385
13.6	0.2426991
13.605	0.2443617
13.61	0.2460408
13.615	0.2476793
13.62	0.2495598
13.625	0.2514681
13.63	0.2534839
13.635	0.2557219
13.64	0.2579376
13.645	0.2600345
13.65	0.2621757
13.655	0.2645356
13.66	0.266955
13.665	0.2694773
13.67	0.2708607
13.675	0.2722721
13.68	0.273282
13.685	0.2742827
13.69	0.2752349
13.695	0.276266
13.7	0.276539
13.705	0.2767885
13.71	0.2763306
13.715	0.2758904
13.72	0.2755471
13.725	0.2753172
13.73	0.2747828
13.735	0.2743784
13.74	0.2736144
13.745	0.2729404
13.75	0.2717489
13.755	0.2706727
13.76	0.2692539
13.765	0.2677756
13.77	0.2664064
13.775	0.2652432
13.78	0.2639935
13.785	0.2626681
13.79	0.2613783
13.795	0.2598118
13.8	0.2583211
13.805	0.2566619
13.81	0.2551955
13.815	0.2535755
13.82	0.2519637
13.825	0.250355
13.83	0.2487231
13.835	0.2469578
13.84	0.2447159
13.845	0.2424631
13.85	0.2402415
13.855	0.2379444
13.86	0.2353685
13.865	0.2327975
13.87	0.2301504
13.875	0.228355
13.88	0.2264867
13.885	0.2248699
13.89	0.2232784
13.895	0.2217239
13.9	0.2199206
13.905	0.2186057
13.91	0.217282
13.915	0.2164173
13.92	0.2155836
13.925	0.2147324
13.93	0.2137184
13.935	0.2129994
13.94	0.2123543
13.945	0.2119462
13.95	0.2117133
13.955	0.2118666
13.96	0.2119736
13.965	0.2121705
13.97	0.2126892
13.975	0.2130137
13.98	0.2131868
13.985	0.2132506
13.99	0.2132892
13.995	0.2132851
14	0.213432
14.005	0.2139443
14.01	0.2146929
14.015	0.2158778
14.02	0.2174744
14.025	0.2191556
14.03	0.2207995
14.035	0.2224448
14.04	0.2243807
14.045	0.2278607
14.05	0.2313327
14.055	0.2359066
14.06	0.2405121
14.065	0.2449241
14.07	0.2492304
14.075	0.2533966
14.08	0.2571945
14.085	0.261896
14.09	0.2664533
14.095	0.271228
14.1	0.2760653
14.105	0.2809998
14.11	0.2857863
14.115	0.2906348
14.12	0.2956488
14.125	0.3005549
14.13	0.3055208
14.135	0.3104598
14.14	0.3152502
14.145	0.3198274
14.15	0.3244044
14.155	0.3289352
14.16	0.3333997
14.165	0.3378927
14.17	0.3425512
14.175	0.3468763
14.18	0.3511956
14.185	0.3552028
14.19	0.3592389
14.195	0.3641606
14.2	0.3690108
14.205	0.3744912
14.21	0.3792791
14.215	0.3838376
14.22	0.3877315
14.225	0.3914076
14.23	0.3950322
14.235	0.3986323
14.24	0.402244
14.245	0.4056718
14.25	0.4075773
14.255	0.4094449
14.26	0.4098295
14.265	0.4102668
14.27	0.4109187
14.275	0.4117047
14.28	0.4127198
14.285	0.4137889
14.29	0.4136764
14.295	0.4136278
14.3	0.4131499
14.305	0.4125221
14.31	0.4117731
14.315	0.4110542
14.32	0.4101945
14.325	0.4089841
14.33	0.4077823
14.335	0.4063112
14.34	0.4048184
14.345	0.4033558
14.35	0.4019465
14.355	0.4004606
14.36	0.3988465
14.365	0.3971458
14.37	0.3953394
14.375	0.3932335
14.38	0.3911446
14.385	0.3890731
14.39	0.387181
14.395	0.3852606
14.4	0.381643
14.405	0.3780425
14.41	0.3730164
14.415	0.3682406
14.42	0.3635055
14.425	0.3590698
14.43	0.3544116
14.435	0.3495532
14.44	0.3446352
14.445	0.3395292
14.45	0.334216
14.455	0.3297554
14.46	0.3251966
14.465	0.3216735
14.47	0.3178456
14.475	0.3137046
14.48	0.3092105
14.485	0.3041319
14.49	0.2989723
14.495	0.2945627
14.5	0.2898927
14.505	0.2854487
14.51	0.2809485
14.515	0.2764655
14.52	0.2719143
14.525	0.2673356
14.53	0.26295
14.535	0.2584495
14.54	0.2540897
14.545	0.2496826
14.55	0.2452165
14.555	0.240677
14.56	0.2360095
14.565	0.2311831
14.57	0.2263457
14.575	0.2215402
14.58	0.2168099
14.585	0.2122426
14.59	0.2081363
14.595	0.2040212
14.6	0.1999914
14.605	0.19751
14.61	0.1948525
14.615	0.1936898
14.62	0.1926391
14.625	0.1915604
14.63	0.1906183
14.635	0.1899863
14.64	0.1895452
14.645	0.1891249
14.65	0.1888348
14.655	0.188824
14.66	0.188843
14.665	0.1893714
14.67	0.1895358
14.675	0.19039
14.68	0.1914053
14.685	0.1925381
14.69	0.1942182
14.695	0.1961415
14.7	0.1983538
14.705	0.2008779
14.71	0.2033799
14.715	0.2060095
14.72	0.2087252
14.725	0.2113466
14.73	0.2139894
14.735	0.2165969
14.74	0.2193487
14.745	0.2220577
14.75	0.2250315
14.755	0.2279137
14.76	0.2307852
14.765	0.2336895
14.77	0.2366739
14.775	0.2396211
14.78	0.2424717
14.785	0.2454359
14.79	0.248062
14.795	0.249613
14.8	0.2511767
14.805	0.2526459
14.81	0.2540928
14.815	0.2559591
14.82	0.2575479
14.825	0.2590106
14.83	0.260485
14.835	0.2617493
14.84	0.2630893
14.845	0.2645453
14.85	0.2660009
14.855	0.2677449
14.86	0.2695018
14.865	0.2712607
14.87	0.2724356
14.875	0.2737476
14.88	0.2744523
14.885	0.2751251
14.89	0.2763843
14.895	0.2776737
14.9	0.2785994
14.905	0.2792018
14.91	0.2796156
14.915	0.2800426
14.92	0.2803676
14.925	0.2806959
14.93	0.2810503
14.935	0.2814662
14.94	0.2820243
14.945	0.2824004
14.95	0.2828402
14.955	0.2828007
14.96	0.2828474
14.965	0.2828434
14.97	0.2830913
14.975	0.283563
14.98	0.2840794
14.985	0.2847536
14.99	0.2853036
14.995	0.2859845
15	0.2872804
15.005	0.288401
15.01	0.2893191
15.015	0.2902195
15.02	0.2906452
15.025	0.2912962
15.03	0.2926724
15.035	0.2939689
15.04	0.2953332
15.045	0.2965859
15.05	0.2975873
15.055	0.2985016
15.06	0.2990481
15.065	0.2998403
15.07	0.3006645
15.075	0.3017618
15.08	0.3028076
15.085	0.3040429
15.09	0.3053033
15.095	0.305808
15.1	0.3060728
15.105	0.3065404
15.11	0.3069575
15.115	0.3073743
15.12	0.307832
15.125	0.3083527
15.13	0.3086806
15.135	0.3093051
15.14	0.3098382
15.145	0.3102323
15.15	0.3106428
15.155	0.3110522
15.16	0.3117461
15.165	0.3123308
15.17	0.3130405
15.175	0.3133182
15.18	0.3134707
15.185	0.3136998
15.19	0.3136799
15.195	0.3136056
15.2	0.3135535
15.205	0.3134134
15.21	0.3133209
15.215	0.3133916
15.22	0.3135192
15.225	0.3136161
15.23	0.3137361
15.235	0.3126055
15.24	0.3115851
15.245	0.3105389
15.25	0.3094917
15.255	0.3086037
15.26	0.3077938
15.265	0.3068921
15.27	0.3054611
15.275	0.3038351
15.28	0.3020768
15.285	0.3003378
15.29	0.2986218
15.295	0.2969064
15.3	0.2953031
15.305	0.2937078
15.31	0.2920936
15.315	0.2906343
15.32	0.2892048
15.325	0.2876588
15.33	0.2862082
15.335	0.2848146
15.34	0.282786
15.345	0.2807931
15.35	0.2786631
15.355	0.2765862
15.36	0.274374
15.365	0.272007
15.37	0.2697022
15.375	0.2672046
15.38	0.2648935
15.385	0.2622253
15.39	0.2592435
15.395	0.2563882
15.4	0.2537003
15.405	0.2513597
15.41	0.2487067
15.415	0.2463481
15.42	0.2439545
15.425	0.2414426
15.43	0.2391036
15.435	0.2363877
15.44	0.2348941
15.445	0.2332499
15.45	0.2318317
15.455	0.230502
15.46	0.2290633
15.465	0.2275305
15.47	0.2263074
15.475	0.2255309
15.48	0.2250697
15.485	0.2247935
15.49	0.2245252
15.495	0.2242312
15.5	0.2242671
15.505	0.2244725
15.51	0.2247356
15.515	0.2249609
15.52	0.2253975
15.525	0.2258725
15.53	0.2264203
15.535	0.226642
15.54	0.2274776
15.545	0.2286675
15.55	0.2300612
15.555	0.2316969
15.56	0.2332855
15.565	0.2350172
15.57	0.2370776
15.575	0.2391263
15.58	0.2412586
15.585	0.2435502
15.59	0.2460747
15.595	0.2486839
15.6	0.2512788
15.605	0.2536822
15.61	0.2552701
15.615	0.2570663
15.62	0.2583972
