Interval=	0.005 s
1.28	0.05897424
1.285	0.05913343
1.29	0.05952664
1.295	0.05997708
1.3	0.0604889
1.305	0.0609724
1.31	0.06151833
1.315	0.06203735
1.32	0.06263528
1.325	0.06323113
1.33	0.06386324
1.335	0.06449113
1.34	0.06509374
1.345	0.0657164
1.35	0.06632538
1.355	0.06677331
1.36	0.06716593
1.365	0.06752605
1.37	0.06783491
1.375	0.06813845
1.38	0.06848505
1.385	0.06882537
1.39	0.06913614
1.395	0.06940306
1.4	0.06964141
1.405	0.06988328
1.41	0.07011732
1.415	0.07032133
1.42	0.07050691
1.425	0.07051794
1.43	0.07057874
1.435	0.07050026
1.44	0.07040516
1.445	0.07030861
1.45	0.07018406
1.455	0.07009924
1.46	0.07000601
1.465	0.06998804
1.47	0.06997384
1.475	0.07006202
1.48	0.07016976
1.485	0.07034812
1.49	0.07041451
1.495	0.07035198
1.5	0.07021324
1.505	0.07003003
1.51	0.06986528
1.515	0.06965468
1.52	0.06946531
1.525	0.06914558
1.53	0.06882805
1.535	0.06842873
1.54	0.0680294
1.545	0.06764568
1.55	0.0672563
1.555	0.06686988
1.56	0.06655527
1.565	0.06627625
1.57	0.06600606
1.575	0.06575866
1.58	0.06549273
1.585	0.06514158
1.59	0.06492856
1.595	0.06472718
1.6	0.06460326
1.605	0.06448198
1.61	0.06438996
1.615	0.06429022
1.62	0.06420327
1.625	0.06418251
1.63	0.06426792
1.635	0.06435852
1.64	0.06452754
1.645	0.06471507
1.65	0.0649027
1.655	0.06509043
1.66	0.06526183
1.665	0.06539466
1.67	0.06543713
1.675	0.06538022
1.68	0.06512924
1.685	0.0647501
1.69	0.06432929
1.695	0.06399483
1.7	0.06375813
1.705	0.06356554
1.71	0.06339365
1.715	0.06319811
1.72	0.06302426
1.725	0.06281256
1.73	0.06264316
1.735	0.06247062
1.74	0.06234903
1.745	0.06220725
1.75	0.06204683
1.755	0.06187746
1.76	0.06173429
1.765	0.06163011
1.77	0.0615141
1.775	0.06141543
1.78	0.06131944
1.785	0.06123646
1.79	0.06123573
1.795	0.06094806
1.8	0.06069747
1.805	0.06032538
1.81	0.06000271
1.815	0.05966315
1.82	0.05933989
1.825	0.05910046
1.83	0.05875083
1.835	0.05841546
1.84	0.05800059
1.845	0.05758
1.85	0.05720659
1.855	0.05683751
1.86	0.05649282
1.865	0.05612565
1.87	0.05577858
1.875	0.05541872
1.88	0.05515217
1.885	0.05496136
1.89	0.05490423
1.895	0.05486682
1.9	0.05476597
1.905	0.05465376
1.91	0.05453845
1.915	0.05449084
1.92	0.05445626
1.925	0.05445022
1.93	0.05446881
1.935	0.05451482
1.94	0.05463325
1.945	0.05480561
1.95	0.0550174
1.955	0.05523825
1.96	0.05547288
1.965	0.05565341
1.97	0.05577512
1.975	0.05593347
1.98	0.05615756
1.985	0.05640733
1.99	0.05676637
1.995	0.05705962
2	0.05750522
2.005	0.05793797
2.01	0.05842993
2.015	0.05883224
2.02	0.05919411
2.025	0.05956611
2.03	0.0597688
2.035	0.06003204
2.04	0.06026037
2.045	0.06064851
2.05	0.06108539
2.055	0.0614651
2.06	0.06185198
2.065	0.06223184
2.07	0.06263029
2.075	0.06311635
2.08	0.06365
2.085	0.06417541
2.09	0.06475866
2.095	0.06528806
2.1	0.06583628
2.105	0.06645051
2.11	0.0670592
2.115	0.06766063
2.12	0.0681359
2.125	0.06860889
2.13	0.06903287
2.135	0.06945387
2.14	0.06989542
2.145	0.07022901
2.15	0.07046124
2.155	0.07065411
2.16	0.07087407
2.165	0.07116504
2.17	0.07149958
2.175	0.0719047
2.18	0.07233195
2.185	0.07261989
2.19	0.07286959
2.195	0.0729543
2.2	0.07305897
2.205	0.07318251
2.21	0.07324048
2.215	0.07331669
2.22	0.07344649
2.225	0.07365413
2.23	0.07382016
2.235	0.07412389
2.24	0.07441646
2.245	0.07472208
2.25	0.07484337
2.255	0.07488841
2.26	0.07492272
2.265	0.0749537
2.27	0.07497068
2.275	0.0749921
2.28	0.07487934
2.285	0.07475849
2.29	0.07462804
2.295	0.07450442
2.3	0.07438003
2.305	0.07424773
2.31	0.07404216
2.315	0.07384919
2.32	0.07368274
2.325	0.07357732
2.33	0.07347194
2.335	0.07339952
2.34	0.07332577
2.345	0.07326074
2.35	0.07327156
2.355	0.0733296
2.36	0.07340528
2.365	0.07342829
2.37	0.07330507
2.375	0.073121
2.38	0.07283535
2.385	0.07241476
2.39	0.07207234
2.395	0.07174949
2.4	0.07150877
2.405	0.07125235
2.41	0.07095423
2.415	0.07074973
2.42	0.07051063
2.425	0.07025499
2.43	0.0698641
2.435	0.06954605
2.44	0.06907829
2.445	0.06866513
2.45	0.0682747
2.455	0.06798687
2.46	0.06774022
2.465	0.06750174
2.47	0.06722153
2.475	0.06696988
2.48	0.06671056
2.485	0.06651512
2.49	0.06628686
2.495	0.06607371
2.5	0.06572627
2.505	0.06542461
2.51	0.06507975
2.515	0.06476091
2.52	0.06444739
2.525	0.06412587
2.53	0.06390012
2.535	0.06386168
2.54	0.06381542
2.545	0.06388205
2.55	0.06399355
2.555	0.0640428
2.56	0.06409874
2.565	0.06416889
2.57	0.06428063
2.575	0.06447818
2.58	0.06472463
2.585	0.06502564
2.59	0.06545094
2.595	0.06589797
2.6	0.0663282
2.605	0.06675503
2.61	0.06716683
2.615	0.06759712
2.62	0.06808719
2.625	0.0687796
2.63	0.0694757
2.635	0.07039536
2.64	0.07128469
2.645	0.0722328
2.65	0.07307805
2.655	0.07386625
2.66	0.07464059
2.665	0.07542026
2.67	0.07620875
2.675	0.07702344
2.68	0.0778055
2.685	0.07857903
2.69	0.07935541
2.695	0.08014778
2.7	0.08093461
2.705	0.08178558
2.71	0.08259455
2.715	0.08341444
2.72	0.08424724
2.725	0.08503528
2.73	0.08581152
2.735	0.08644752
2.74	0.0869146
2.745	0.0873631
2.75	0.08765379
2.755	0.08783489
2.76	0.08803771
2.765	0.08829567
2.77	0.08853355
2.775	0.08878455
2.78	0.08904558
2.785	0.08929646
2.79	0.08956311
2.795	0.08978129
2.8	0.08997274
2.805	0.09017327
2.81	0.0903938
2.815	0.09063604
2.82	0.0908638
2.825	0.09086644
2.83	0.090646
2.835	0.09044243
2.84	0.09008084
2.845	0.08963038
2.85	0.08923197
2.855	0.08885281
2.86	0.08850736
2.865	0.08831082
2.87	0.08808843
2.875	0.08789249
2.88	0.08771763
2.885	0.08757169
2.89	0.08742852
2.895	0.0873188
2.9	0.08721617
2.905	0.08752576
2.91	0.08807728
2.915	0.08890943
2.92	0.09021879
2.925	0.0914921
2.93	0.09278757
2.935	0.09426515
2.94	0.09578461
2.945	0.09721736
2.95	0.09865157
2.955	0.1002761
2.96	0.1019512
2.965	0.1041397
2.97	0.1062346
2.975	0.1083479
2.98	0.1106488
2.985	0.1129638
2.99	0.1154937
2.995	0.1181977
3	0.1208608
3.005	0.1235903
3.01	0.1263325
3.015	0.1289883
3.02	0.1316312
3.025	0.1342333
3.03	0.13694
3.035	0.1396179
3.04	0.1422013
3.045	0.1447266
3.05	0.147415
3.055	0.1499936
3.06	0.152538
3.065	0.1550742
3.07	0.157422
3.075	0.1597519
3.08	0.1621809
3.085	0.1645483
3.09	0.166906
3.095	0.1706051
3.1	0.1745905
3.105	0.1791588
3.11	0.1832075
3.115	0.1869928
3.12	0.1904596
3.125	0.1934554
3.13	0.1967171
3.135	0.1999076
3.14	0.2030697
3.145	0.2062243
3.15	0.2094958
3.155	0.2134237
3.16	0.2172002
3.165	0.221233
3.17	0.2247226
3.175	0.2282536
3.18	0.2317052
3.185	0.2349863
3.19	0.2382639
3.195	0.2412457
3.2	0.2440591
3.205	0.2469539
3.21	0.2497788
3.215	0.2524983
3.22	0.2557836
3.225	0.2589857
3.23	0.2625387
3.235	0.2660181
3.24	0.2694595
3.245	0.2728642
3.25	0.2762379
3.255	0.2793968
3.26	0.2825363
3.265	0.2857937
3.27	0.2890089
3.275	0.2923052
3.28	0.2955594
3.285	0.2986024
3.29	0.3017177
3.295	0.3047846
3.3	0.3063986
3.305	0.3075762
3.31	0.3079661
3.315	0.3084777
3.32	0.3090013
3.325	0.3096929
3.33	0.3104842
3.335	0.3109487
3.34	0.3114224
3.345	0.3116671
3.35	0.311853
3.355	0.3118932
3.36	0.3109581
3.365	0.3100034
3.37	0.3085486
3.375	0.3072295
3.38	0.3059069
3.385	0.3045633
3.39	0.3031601
3.395	0.3016009
3.4	0.3001967
3.405	0.2987279
3.41	0.297104
3.415	0.2953752
3.42	0.2936676
3.425	0.2909462
3.43	0.2882122
3.435	0.2847295
3.44	0.2812323
3.445	0.2777622
3.45	0.2743134
3.455	0.2708207
3.46	0.2674006
3.465	0.2640298
3.47	0.2603617
3.475	0.2568678
3.48	0.2531622
3.485	0.2494238
3.49	0.2458467
3.495	0.2419818
3.5	0.2381399
3.505	0.2349665
3.51	0.232056
3.515	0.2297588
3.52	0.2274577
3.525	0.2252904
3.53	0.222857
3.535	0.2206119
3.54	0.218477
3.545	0.2163647
3.55	0.2144605
3.555	0.2126963
3.56	0.2109793
3.565	0.2102059
3.57	0.2097125
3.575	0.2110043
3.58	0.2126549
3.585	0.2139657
3.59	0.2153737
3.595	0.2168586
3.6	0.2184629
3.605	0.2198996
3.61	0.2214046
3.615	0.2229147
3.62	0.2245399
3.625	0.2261753
3.63	0.2283906
3.635	0.2307827
3.64	0.2336066
3.645	0.2365732
3.65	0.2393555
3.655	0.242024
3.66	0.2446711
3.665	0.247396
3.67	0.249892
3.675	0.2523822
3.68	0.2543721
3.685	0.2563832
3.69	0.2583678
3.695	0.2601766
3.7	0.2622093
3.705	0.2640643
3.71	0.2660619
3.715	0.2679764
3.72	0.2696966
3.725	0.2713746
3.73	0.2728271
3.735	0.2743207
3.74	0.2755597
3.745	0.2768269
3.75	0.2780136
3.755	0.2792726
3.76	0.280359
3.765	0.2816255
3.77	0.2825959
3.775	0.2831933
3.78	0.2818193
3.785	0.2800023
3.79	0.2783492
3.795	0.2766858
3.8	0.2749693
3.805	0.2732415
3.81	0.2715537
3.815	0.269899
3.82	0.2682799
3.825	0.2666087
3.83	0.2648899
3.835	0.2631927
3.84	0.2611458
3.845	0.2591783
3.85	0.2567198
3.855	0.2543132
3.86	0.2518762
3.865	0.2494404
3.87	0.2466896
3.875	0.2440089
3.88	0.2413752
3.885	0.2389504
3.89	0.2367493
3.895	0.2346869
3.9	0.2326607
3.905	0.230305
3.91	0.2280233
3.915	0.2257404
3.92	0.2235222
3.925	0.221372
3.93	0.2194
3.935	0.2176358
3.94	0.2159077
3.945	0.2141935
3.95	0.2124457
3.955	0.2107299
3.96	0.208755
3.965	0.206898
3.97	0.2047808
3.975	0.2028717
3.98	0.2015304
3.985	0.2013494
3.99	0.201415
3.995	0.2014876
4	0.2013592
4.005	0.2012781
4.01	0.2012156
4.015	0.2012107
4.02	0.2011275
4.025	0.2010469
4.03	0.200995
4.035	0.2011278
4.04	0.2012982
4.045	0.2017703
4.05	0.2019549
4.055	0.2025251
4.06	0.203078
4.065	0.20362
4.07	0.2040973
4.075	0.2047413
4.08	0.2054436
4.085	0.2061675
4.09	0.2069105
4.095	0.2071885
4.1	0.2071912
4.105	0.2073713
4.11	0.2077578
4.115	0.2083069
4.12	0.2087842
4.125	0.2092684
4.13	0.2098
4.135	0.2100049
4.14	0.2100334
4.145	0.2100582
4.15	0.2104288
4.155	0.2109147
4.16	0.211519
4.165	0.2123227
4.17	0.2130514
4.175	0.2135964
4.18	0.2139455
4.185	0.213979
4.19	0.214076
4.195	0.2141458
4.2	0.2141785
4.205	0.2143023
4.21	0.2145098
4.215	0.2146868
4.22	0.2149059
4.225	0.215167
4.23	0.2154207
4.235	0.2156738
4.24	0.2156618
4.245	0.2155678
4.25	0.2153136
4.255	0.2151944
4.26	0.215007
4.265	0.2148734
4.27	0.2147872
4.275	0.2147497
4.28	0.2147352
4.285	0.2146091
4.29	0.2145639
4.295	0.2144069
4.3	0.2144405
4.305	0.2144035
4.31	0.2140744
4.315	0.2137483
4.32	0.2130761
4.325	0.2122802
4.33	0.2114143
4.335	0.210467
4.34	0.2096384
4.345	0.2089267
4.35	0.2083903
4.355	0.2073919
4.36	0.2063713
4.365	0.2051028
4.37	0.2036793
4.375	0.2024024
4.38	0.2013309
4.385	0.2003893
4.39	0.1991835
4.395	0.1981766
4.4	0.1972468
4.405	0.1963529
4.41	0.1955418
4.415	0.1945429
4.42	0.1935194
4.425	0.1922658
4.43	0.1910461
4.435	0.1898232
4.44	0.188588
4.445	0.1874918
4.45	0.1864607
4.455	0.1855254
4.46	0.1845874
4.465	0.1837068
4.47	0.1827139
4.475	0.1816899
4.48	0.1806225
4.485	0.1795427
4.49	0.1789539
4.495	0.1780837
4.5	0.1778093
4.505	0.1775735
4.51	0.1775145
4.515	0.1775678
4.52	0.1775469
4.525	0.1777314
4.53	0.1780595
4.535	0.1783523
4.54	0.1786054
4.545	0.178843
4.55	0.1790119
4.555	0.1787794
4.56	0.1787689
4.565	0.1784847
4.57	0.1784004
4.575	0.1783946
4.58	0.1781652
4.585	0.1779417
4.59	0.1777899
4.595	0.1779037
4.6	0.1776927
4.605	0.1773034
4.61	0.1768985
4.615	0.1763044
4.62	0.1758198
4.625	0.1753664
4.63	0.1750348
4.635	0.1746032
4.64	0.1741904
4.645	0.1737964
4.65	0.1733331
4.655	0.1728691
4.66	0.1723925
4.665	0.1721672
4.67	0.1719142
4.675	0.1718971
4.68	0.1718915
4.685	0.171907
4.69	0.1719299
4.695	0.171076
4.7	0.1704144
4.705	0.1687935
4.71	0.1671742
4.715	0.1655769
4.72	0.1640451
4.725	0.1625816
4.73	0.1613284
4.735	0.1602465
4.74	0.1594327
4.745	0.1586994
4.75	0.1581675
4.755	0.1578955
4.76	0.1579471
4.765	0.1579888
4.77	0.1582368
4.775	0.1583422
4.78	0.158477
4.785	0.1586867
4.79	0.158924
4.795	0.159095
4.8	0.1593767
4.805	0.1598987
4.81	0.1606237
4.815	0.1615848
4.82	0.1626839
4.825	0.1637663
4.83	0.1648435
4.835	0.1662709
4.84	0.1677246
4.845	0.1691403
4.85	0.1705358
4.855	0.1719841
4.86	0.1733355
4.865	0.1746824
4.87	0.1755323
4.875	0.176374
4.88	0.176862
4.885	0.1773931
4.89	0.1779188
4.895	0.1784397
4.9	0.1793556
4.905	0.1801569
4.91	0.1814272
4.915	0.1826714
4.92	0.1841092
4.925	0.1854965
4.93	0.1867794
4.935	0.1876991
4.94	0.188312
4.945	0.1885814
4.95	0.1888863
4.955	0.1889031
4.96	0.1885447
4.965	0.1880236
4.97	0.1874824
4.975	0.1869547
4.98	0.1864878
4.985	0.1860046
4.99	0.1855508
4.995	0.1850355
5	0.1844469
5.005	0.1837749
5.01	0.1830162
5.015	0.1821277
5.02	0.1807931
5.025	0.1794105
5.03	0.1780247
5.035	0.1766198
5.04	0.1745666
5.045	0.1725064
5.05	0.1704153
5.055	0.1682662
5.06	0.1660698
5.065	0.1639221
5.07	0.1617465
5.075	0.1598495
5.08	0.1579353
5.085	0.1565002
5.09	0.1549646
5.095	0.1534169
5.1	0.1518046
5.105	0.1501835
5.11	0.1486123
5.115	0.1468281
5.12	0.1449383
5.125	0.1423875
5.13	0.139822
5.135	0.1372898
5.14	0.1349568
5.145	0.1327862
5.15	0.1308552
5.155	0.1288208
5.16	0.1269676
5.165	0.1253737
5.17	0.1238694
5.175	0.122425
5.18	0.1209782
5.185	0.1195318
5.19	0.118073
5.195	0.1165982
5.2	0.1151479
5.205	0.1137847
5.21	0.1124059
5.215	0.1110456
5.22	0.1097813
5.225	0.108885
5.23	0.1080007
5.235	0.1070974
5.24	0.1062147
5.245	0.1058485
5.25	0.1054693
5.255	0.1051039
5.26	0.1047816
5.265	0.1044794
5.27	0.10421
5.275	0.1040071
5.28	0.1036982
5.285	0.1035772
5.29	0.1025891
5.295	0.1016151
5.3	0.1008075
5.305	0.1000556
5.31	0.09930961
5.315	0.09860043
5.32	0.09807933
5.325	0.09767761
5.33	0.09775962
5.335	0.09783539
5.34	0.09793309
5.345	0.09803408
5.35	0.09815102
5.355	0.09815782
5.36	0.09815634
5.365	0.09816416
5.37	0.09816518
5.375	0.09817695
5.38	0.09815404
5.385	0.09805836
5.39	0.09794026
5.395	0.09773832
5.4	0.09754478
5.405	0.09741494
5.41	0.09727798
5.415	0.0972363
5.42	0.09723343
5.425	0.09723
5.43	0.0972384
5.435	0.09724865
5.44	0.09726442
5.445	0.0972374
5.45	0.09719311
5.455	0.09714058
5.46	0.09712608
5.465	0.09710711
5.47	0.09706396
5.475	0.09691151
5.48	0.09659646
5.485	0.09630471
5.49	0.09562273
5.495	0.0953189
5.5	0.09505024
5.505	0.09439577
5.51	0.09374542
5.515	0.09310725
5.52	0.09243999
5.525	0.09177106
5.53	0.09102391
5.535	0.09027728
5.54	0.0895095
5.545	0.08869652
5.55	0.08786409
5.555	0.08700862
5.56	0.08622209
5.565	0.08546746
5.57	0.08470666
5.575	0.08392814
5.58	0.08314632
5.585	0.0823626
5.59	0.08161118
5.595	0.08083366
5.6	0.08016665
5.605	0.079482
5.61	0.0786454
5.615	0.0778096
5.62	0.07685413
5.625	0.0758866
5.63	0.07491146
5.635	0.07391201
5.64	0.07293001
5.645	0.0719317
5.65	0.07097072
5.655	0.07001916
5.66	0.06906607
5.665	0.06800306
5.67	0.06692276
5.675	0.06585177
5.68	0.06479828
5.685	0.06388457
5.69	0.06297767
5.695	0.06236624
5.7	0.06183517
5.705	0.06128527
5.71	0.06099532
5.715	0.06068872
5.72	0.0603961
5.725	0.06010391
5.73	0.05982988
5.735	0.05969941
5.74	0.05963577
5.745	0.05959487
5.75	0.05956102
5.755	0.05954121
5.76	0.05959817
5.765	0.05964537
5.77	0.05968939
5.775	0.05971927
5.78	0.05980915
5.785	0.05989146
5.79	0.05998935
5.795	0.0600997
5.8	0.06024301
5.805	0.06027456
5.81	0.06031126
5.815	0.06061948
5.82	0.06092301
5.825	0.06147103
5.83	0.0619742
5.835	0.06245654
5.84	0.06298671
5.845	0.0635043
5.85	0.06409714
5.855	0.06465323
5.86	0.06520888
5.865	0.06577319
5.87	0.06641728
5.875	0.06705018
5.88	0.06767869
5.885	0.06830247
5.89	0.06890088
5.895	0.06951189
5.9	0.0700778
5.905	0.07064098
5.91	0.07120607
5.915	0.07179596
5.92	0.07238396
5.925	0.07287445
5.93	0.07337672
5.935	0.07384721
5.94	0.07420623
5.945	0.0744855
5.95	0.07474171
5.955	0.07501009
5.96	0.07527626
5.965	0.07544123
5.97	0.07561522
5.975	0.07579108
5.98	0.07597895
5.985	0.07611205
5.99	0.07625793
5.995	0.07639173
6	0.07651786
6.005	0.07662382
6.01	0.07679113
6.015	0.07693716
6.02	0.07681739
6.025	0.07669983
6.03	0.0762934
6.035	0.07587269
6.04	0.07546003
6.045	0.07493344
6.05	0.07436203
6.055	0.0736552
6.06	0.07293805
6.065	0.07220809
6.07	0.07149932
6.075	0.07072031
6.08	0.06993118
6.085	0.06917253
6.09	0.06844443
6.095	0.06774224
6.1	0.06704846
6.105	0.06639804
6.11	0.06575184
6.115	0.0650991
6.12	0.06449113
6.125	0.06389496
6.13	0.06342725
6.135	0.06294456
6.14	0.06254236
6.145	0.06220266
6.15	0.06189794
6.155	0.06160296
6.16	0.06135854
6.165	0.061108
6.17	0.06093736
6.175	0.0608679
6.18	0.06094299
6.185	0.06110458
6.19	0.06134301
6.195	0.0615363
6.2	0.06175635
6.205	0.0620121
6.21	0.06228717
6.215	0.06255349
6.22	0.06284995
6.225	0.06332827
6.23	0.06385946
6.235	0.06456247
6.24	0.06529129
6.245	0.06604012
6.25	0.06687795
6.255	0.06774
6.26	0.0686939
6.265	0.06965916
6.27	0.07078107
6.275	0.07179387
6.28	0.07282139
6.285	0.07385809
6.29	0.07480477
6.295	0.07572529
6.3	0.07655072
6.305	0.07730352
6.31	0.07801237
6.315	0.07873517
6.32	0.07945367
6.325	0.08009469
6.33	0.08069735
6.335	0.08118906
6.34	0.08168146
6.345	0.08206482
6.35	0.08245688
6.355	0.08281213
6.36	0.08320598
6.365	0.08351666
6.37	0.08382389
6.375	0.08409881
6.38	0.0842783
6.385	0.08425909
6.39	0.08411572
6.395	0.08392445
6.4	0.08375948
6.405	0.08358227
6.41	0.08337523
6.415	0.08319681
6.42	0.08299977
6.425	0.08277328
6.43	0.08250491
6.435	0.08214823
6.44	0.08181501
6.445	0.08147749
6.45	0.0810904
6.455	0.08062936
6.46	0.08020133
6.465	0.07973675
6.47	0.07925526
6.475	0.07850209
6.48	0.07778809
6.485	0.0770764
6.49	0.07633687
6.495	0.0756679
6.5	0.07500341
6.505	0.07437066
6.51	0.07381337
6.515	0.07327452
6.52	0.07265728
6.525	0.07203373
6.53	0.0714592
6.535	0.07092888
6.54	0.07045414
6.545	0.06997995
6.55	0.06956269
6.555	0.06914103
6.56	0.06876495
6.565	0.06831637
6.57	0.06794974
6.575	0.0676032
6.58	0.06734688
6.585	0.0670298
6.59	0.06685215
6.595	0.06672929
6.6	0.06657841
6.605	0.0664153
6.61	0.06623414
6.615	0.06604544
6.62	0.06577899
6.625	0.06551488
6.63	0.06530817
6.635	0.06512029
6.64	0.06502925
6.645	0.06487783
6.65	0.06478858
6.655	0.06481182
6.66	0.0648953
6.665	0.06489958
6.67	0.06494268
6.675	0.06500382
6.68	0.06516169
6.685	0.06532569
6.69	0.06553275
6.695	0.06573018
6.7	0.06580523
6.705	0.06589357
6.71	0.06599116
6.715	0.06602647
6.72	0.06605699
6.725	0.06614203
6.73	0.06637874
6.735	0.06656209
6.74	0.06671054
6.745	0.06692071
6.75	0.06712341
6.755	0.06732733
6.76	0.06751049
6.765	0.06772642
6.77	0.06795432
6.775	0.06814053
6.78	0.06830975
6.785	0.06836037
6.79	0.06848871
6.795	0.0685723
6.8	0.06867293
6.805	0.06880108
6.81	0.06892414
6.815	0.06906461
6.82	0.06923176
6.825	0.06944695
6.83	0.06968575
6.835	0.06985912
6.84	0.07003709
6.845	0.0701561
6.85	0.07042503
6.855	0.07057791
6.86	0.07060223
6.865	0.07063956
6.87	0.07070088
6.875	0.07068489
6.88	0.07062474
6.885	0.07062167
6.89	0.07066204
6.895	0.07059638
6.9	0.07055319
6.905	0.07057356
6.91	0.07055655
6.915	0.07054357
6.92	0.07055343
6.925	0.07071127
6.93	0.07086265
6.935	0.07077325
6.94	0.07072217
6.945	0.07065432
6.95	0.07050262
6.955	0.07036209
6.96	0.07025141
6.965	0.07013441
6.97	0.06993242
6.975	0.06979087
6.98	0.06969647
6.985	0.06974672
6.99	0.06983409
6.995	0.06994837
7	0.07008789
7.005	0.07025444
7.01	0.07046047
7.015	0.07067891
7.02	0.07089297
7.025	0.07108654
7.03	0.07128875
7.035	0.07146136
7.04	0.0717249
7.045	0.07202846
7.05	0.07243772
7.055	0.07264374
7.06	0.07298269
7.065	0.07333959
7.07	0.07366558
7.075	0.07399533
7.08	0.07436693
7.085	0.07477213
7.09	0.07515676
7.095	0.07546419
7.1	0.07587492
7.105	0.07625959
7.11	0.07664553
7.115	0.0770744
